area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up Area,Ready To Move,Jawahar Nagar,2 BHK,Royal Enclave,845,1,2,29.25
Plot Area,Ready To Move,Ajmer Road,5 BHK,Prime Residency,3080,5,3,284.12
Plot Area,Ready To Move,Sirsi,1 BHK,Royal Enclave,1384,2,0,77.93
Super built-up Area,Ready To Move,Maniyawas,1 BHK,Pearl Gardens,3020,1,0,64.99
Super built-up Area,Ready To Move,Sirsi,5 BHK,Luxury Heights,1458,4,3,74.73
Super built-up Area,Ready To Move,Sita Vihar,2 BHK,Blue Haven,1133,2,2,148.87
Plot Area,Under Construction,Dahar Ka Balaji,5 BHK,Sapphire Residency,4096,5,3,221.36
Carpet Area,Ready To Move,Hanuman Nagar,2 BHK,Metro Heights,1213,2,0,78.81
Super built-up Area,Ready To Move,Civil Lines,2 BHK,Royal Enclave,3283,1,0,74.33
Super built-up Area,Ready To Move,Malviya Nagar,5 BHK,Zenith Society,2182,5,3,129.9
Built-up Area,Ready To Move,Sita Vihar,5 BHK,City Heights,2938,5,3,440.64
Built-up Area,Ready To Move,Dahar Ka Balaji,5 BHK,Heritage Homes,1721,4,3,56.46
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Shyam Residency,3353,1,0,327.61
Super built-up Area,Ready To Move,Jawahar Nagar,1 BHK,Sunrise Apartments,761,2,0,111.56
Carpet Area,Ready To Move,Civil Lines,2 BHK,Metro Heights,2204,2,1,212.9
Super built-up Area,Ready To Move,Shyam Nagar,1 BHK,Park View,2072,2,0,42.1
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Zenith Society,2807,5,3,165.43
Plot Area,Ready To Move,Sirsi,2 BHK,Raj Villas,2280,3,1,223.66
Super built-up Area,Under Construction,Shyam Nagar,1 BHK,Cosmopolitan Society,3061,2,0,436.86
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,Elite Society,1258,1,0,58.81
Super built-up Area,Under Construction,Gandhi Path West,5 BHK,Prime Residency,2771,4,3,67.15
Super built-up Area,Under Construction,Manchwa,3 BHK,Heritage Homes,1824,2,2,210.83
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Shyam Residency,1925,5,3,161.23
Carpet Area,Under Construction,Brahmpuri,3 BHK,Sapphire Residency,1970,4,2,168.85
Plot Area,Ready To Move,Sita Vihar,4 BHK,Zenith Society,4407,5,3,610.07
Super built-up Area,Ready To Move,Parasrampuri,2 BHK,Green Meadows,2323,1,1,149.83
Built-up Area,Ready To Move,Sirsi,4 BHK,Luxury Heights,2330,4,3,285.19
Carpet Area,Ready To Move,Parasrampuri,3 BHK,Luxury Heights,1936,2,3,226.68
Plot Area,Under Construction,Raja Park,1 BHK,Sapphire Residency,2899,2,1,274.79
Plot Area,Ready To Move,Malviya Nagar,2 BHK,Luxury Heights,4274,2,1,611.56
Super built-up Area,Ready To Move,Chokdi Gangapol,1 BHK,Luxury Heights,3117,1,0,121.72
Super built-up Area,Ready To Move,Tagore Nagar,2 BHK,Royal Enclave,1361,3,2,202.4
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Sapphire Residency,4936,5,3,494.89
Plot Area,Ready To Move,Sita Vihar,1 BHK,City Heights,1870,1,0,91.04
Plot Area,Under Construction,Raja Park,5 BHK,Emerald Greens,2615,5,3,93.04
Super built-up Area,Ready To Move,Tagore Nagar,2 BHK,Metro Heights,913,1,0,127.08
Built-up Area,Under Construction,Raja Park,4 BHK,City Heights,2758,4,3,133.76
Carpet Area,Ready To Move,Mansarovar Ext.,5 BHK,Shyam Residency,1150,5,3,158.05
Plot Area,Ready To Move,Dahar Ka Balaji,2 BHK,Shyam Residency,2921,3,1,67.06
Super built-up Area,Ready To Move,Chokdi Gangapol,1 BHK,Elite Society,1479,1,1,137.47
Plot Area,Ready To Move,Chokdi Gangapol,2 BHK,Green Meadows,1351,2,2,134.12
Super built-up Area,Ready To Move,Tagore Nagar,3 BHK,Luxury Heights,1331,4,2,196.05
Built-up Area,Ready To Move,Maniyawas,5 BHK,Heritage Homes,2406,5,3,73.24
Built-up Area,Under Construction,Shyam Nagar,2 BHK,City Heights,2796,2,1,57.41
Carpet Area,Under Construction,Raja Park,4 BHK,Golden Horizon,1204,5,3,148.58
Plot Area,Under Construction,Vaishali Nagar,4 BHK,Luxury Heights,1323,5,3,39.42
Built-up Area,Ready To Move,Maniyawas,1 BHK,Prime Residency,872,2,0,119.87
Built-up Area,Under Construction,Mansarovar Ext.,4 BHK,Green Meadows,2612,3,3,345.57
Plot Area,Under Construction,Hanuman Nagar,5 BHK,Pearl Gardens,4620,5,3,395.18
Super built-up Area,Ready To Move,Raja Park,4 BHK,Raj Villas,2302,5,3,330.3
Super built-up Area,Ready To Move,Dahar Ka Balaji,1 BHK,City Heights,1435,1,1,96.8
Plot Area,Under Construction,Ajmer Road,5 BHK,Cosmopolitan Society,2961,5,3,380.01
Carpet Area,Under Construction,Ajmer Road,5 BHK,Luxury Heights,1816,4,3,53.84
Super built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Raj Villas,2925,2,0,373.79
Carpet Area,Ready To Move,Manchwa,2 BHK,Raj Villas,2020,3,0,119.27
Plot Area,Ready To Move,Jawahar Nagar,2 BHK,Luxury Heights,2567,2,2,118.67
Built-up Area,Ready To Move,Dahar Ka Balaji,5 BHK,Blue Haven,2957,5,3,219.3
Plot Area,Under Construction,Manchwa,2 BHK,Golden Horizon,2021,2,1,151.22
Super built-up Area,Ready To Move,Tagore Nagar,3 BHK,City Heights,1871,4,2,132.17
Plot Area,Ready To Move,Chokdi Gangapol,3 BHK,Cosmopolitan Society,2919,4,3,309.68
Plot Area,Ready To Move,Shyam Nagar,5 BHK,Elite Society,2591,5,3,131.59
Plot Area,Ready To Move,Ajmer Road,3 BHK,City Heights,3885,3,3,556.72
Carpet Area,Ready To Move,Gandhi Path West,4 BHK,Urban Estate,1528,4,3,123.18
Plot Area,Ready To Move,Chokdi Gangapol,3 BHK,Elite Society,2220,4,2,150.23
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Urban Estate,1276,4,3,40.69
Carpet Area,Ready To Move,Ajmer Road,3 BHK,Park View,2365,4,1,198.02
Super built-up Area,Ready To Move,Maniyawas,3 BHK,Blue Haven,1438,2,2,65.96
Super built-up Area,Under Construction,Manchwa,5 BHK,Zenith Society,700,5,3,92.87
Super built-up Area,Ready To Move,Sita Vihar,5 BHK,Cosmopolitan Society,1733,4,3,39.64
Plot Area,Ready To Move,Chokdi Gangapol,1 BHK,Elite Society,3288,1,0,458.0
Plot Area,Ready To Move,Sita Vihar,3 BHK,Park View,1001,2,2,29.87
Super built-up Area,Ready To Move,Gandhi Path West,5 BHK,Zenith Society,2549,5,3,129.09
Super built-up Area,Ready To Move,Civil Lines,5 BHK,Cosmopolitan Society,1557,5,3,152.41
Plot Area,Ready To Move,Bapu Nagar,2 BHK,Urban Estate,1179,2,0,80.32
Built-up Area,Ready To Move,Bapu Nagar,4 BHK,Urban Estate,1032,3,3,142.69
Carpet Area,Under Construction,Chokdi Gangapol,5 BHK,Green Meadows,1019,5,3,62.42
Plot Area,Under Construction,Maniyawas,3 BHK,Shyam Residency,1842,4,1,54.24
Super built-up Area,Ready To Move,Gandhi Path West,4 BHK,Zenith Society,740,5,3,100.65
Built-up Area,Ready To Move,Civil Lines,3 BHK,Golden Horizon,713,4,3,60.73
Plot Area,Under Construction,Sirsi,2 BHK,City Heights,4873,3,1,172.5
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Shyam Residency,2341,3,3,49.05
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Golden Horizon,1549,2,0,190.37
Super built-up Area,Ready To Move,Malviya Nagar,4 BHK,Royal Enclave,1345,4,3,39.81
Plot Area,Ready To Move,Tagore Nagar,5 BHK,Shyam Residency,4393,5,3,542.02
Super built-up Area,Ready To Move,Shyam Nagar,2 BHK,Royal Enclave,2664,2,0,212.64
Carpet Area,Ready To Move,Dahar Ka Balaji,5 BHK,Sunrise Apartments,838,5,3,59.75
Super built-up Area,Under Construction,Civil Lines,5 BHK,Raj Villas,743,5,3,35.34
Plot Area,Ready To Move,Mansarovar Ext.,3 BHK,Pearl Gardens,3154,4,3,252.31
Super built-up Area,Ready To Move,Sirsi,3 BHK,Urban Estate,3236,3,1,199.47
Built-up Area,Ready To Move,Maniyawas,5 BHK,Urban Estate,601,5,3,50.56
Super built-up Area,Ready To Move,Gandhi Path West,2 BHK,Zenith Society,1920,3,0,176.6
Carpet Area,Ready To Move,Bapu Nagar,2 BHK,Park View,836,2,0,67.38
Super built-up Area,Ready To Move,Mansarovar Ext.,5 BHK,Metro Heights,1843,5,3,45.39
Plot Area,Ready To Move,Vaishali Nagar,5 BHK,Prime Residency,4630,5,3,447.09
Super built-up Area,Ready To Move,Manchwa,1 BHK,Golden Horizon,3379,2,0,218.04
Plot Area,Ready To Move,Manchwa,1 BHK,Urban Estate,1276,2,0,185.39
Super built-up Area,Ready To Move,Tagore Nagar,2 BHK,Shyam Residency,2796,2,2,212.94
Carpet Area,Ready To Move,Hanuman Nagar,5 BHK,Green Meadows,1651,5,3,72.59
Super built-up Area,Ready To Move,Ajmer Road,5 BHK,Urban Estate,1407,5,3,52.38
Carpet Area,Ready To Move,Maniyawas,2 BHK,Sunrise Apartments,1492,1,2,110.84
Plot Area,Ready To Move,Brahmpuri,4 BHK,Sunrise Apartments,3604,4,2,311.71
Carpet Area,Ready To Move,Gandhi Path West,4 BHK,Park View,2460,4,2,237.81
Super built-up Area,Under Construction,Malviya Nagar,4 BHK,Green Meadows,948,3,3,134.51
Carpet Area,Ready To Move,Manchwa,1 BHK,Zenith Society,1156,2,0,126.97
Built-up Area,Ready To Move,Brahmpuri,3 BHK,Golden Horizon,2676,3,2,91.54
Super built-up Area,Ready To Move,Parasrampuri,3 BHK,Prime Residency,885,3,3,98.8
Super built-up Area,Under Construction,Vaishali Nagar,2 BHK,Pearl Gardens,2039,3,1,109.21
Built-up Area,Ready To Move,Tagore Nagar,1 BHK,Golden Horizon,2497,2,0,262.92
Built-up Area,Under Construction,Civil Lines,1 BHK,Blue Haven,2581,1,0,61.5
Plot Area,Ready To Move,Chokdi Gangapol,5 BHK,Elite Society,3663,4,3,517.84
Super built-up Area,Under Construction,Mansarovar Ext.,3 BHK,Sapphire Residency,3218,4,3,237.62
Plot Area,Under Construction,Sita Vihar,2 BHK,Royal Enclave,1552,1,2,86.05
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Pearl Gardens,1013,1,0,79.3
Super built-up Area,Ready To Move,Jawahar Nagar,3 BHK,Zenith Society,2520,3,1,372.75
Super built-up Area,Under Construction,Vaishali Nagar,3 BHK,Heritage Homes,2697,3,2,54.8
Super built-up Area,Ready To Move,Bapu Nagar,4 BHK,Prime Residency,968,3,2,63.46
Carpet Area,Ready To Move,Ajmer Road,1 BHK,Blue Haven,2054,2,1,118.14
Plot Area,Under Construction,Shyam Nagar,3 BHK,Cosmopolitan Society,3546,3,3,285.69
Super built-up Area,Ready To Move,Bapu Nagar,5 BHK,Green Meadows,1623,5,3,169.23
Built-up Area,Under Construction,Sirsi,3 BHK,Shyam Residency,2602,4,1,202.14
Plot Area,Ready To Move,Dahar Ka Balaji,5 BHK,Cosmopolitan Society,3223,5,3,462.81
Built-up Area,Under Construction,Mansarovar Ext.,5 BHK,Shyam Residency,1651,5,3,130.61
Super built-up Area,Ready To Move,Shyam Nagar,4 BHK,Metro Heights,3044,3,3,386.51
Plot Area,Ready To Move,Tagore Nagar,1 BHK,Metro Heights,4785,1,0,557.52
Carpet Area,Ready To Move,Bapu Nagar,3 BHK,Golden Horizon,819,4,1,92.78
Plot Area,Under Construction,Maniyawas,1 BHK,Emerald Greens,2712,1,0,326.99
Plot Area,Ready To Move,Sita Vihar,5 BHK,Zenith Society,1318,5,3,60.57
Plot Area,Ready To Move,Hanuman Nagar,2 BHK,Elite Society,953,2,0,86.95
Plot Area,Under Construction,Tagore Nagar,3 BHK,Sapphire Residency,2528,4,2,70.26
Plot Area,Ready To Move,Raja Park,2 BHK,Prime Residency,2087,3,0,54.63
Super built-up Area,Ready To Move,Vaishali Nagar,4 BHK,Prime Residency,935,5,3,57.77
Super built-up Area,Ready To Move,Chokdi Gangapol,1 BHK,Golden Horizon,2816,2,0,282.47
Built-up Area,Ready To Move,Brahmpuri,5 BHK,Golden Horizon,2812,4,3,276.02
Plot Area,Ready To Move,Manchwa,5 BHK,Luxury Heights,3220,5,3,290.54
Super built-up Area,Ready To Move,Raja Park,4 BHK,Metro Heights,2324,4,2,75.92
Carpet Area,Ready To Move,Hanuman Nagar,1 BHK,Green Meadows,1450,1,0,117.86
Super built-up Area,Under Construction,Mansarovar Ext.,2 BHK,Luxury Heights,865,2,1,30.83
Super built-up Area,Under Construction,Tagore Nagar,3 BHK,Blue Haven,1489,4,1,64.14
Carpet Area,Ready To Move,Jawahar Nagar,3 BHK,Sunrise Apartments,1652,4,3,103.48
Plot Area,Under Construction,Jawahar Nagar,1 BHK,Heritage Homes,1875,1,1,40.88
Super built-up Area,Ready To Move,Chokdi Gangapol,1 BHK,Cosmopolitan Society,3443,1,1,290.08
Plot Area,Ready To Move,Maniyawas,4 BHK,City Heights,1968,4,3,205.37
Plot Area,Ready To Move,Jawahar Nagar,2 BHK,Cosmopolitan Society,3064,1,1,73.96
Built-up Area,Ready To Move,Tagore Nagar,4 BHK,Emerald Greens,2572,4,3,95.83
Super built-up Area,Ready To Move,Sita Vihar,3 BHK,Sapphire Residency,1963,2,3,185.26
Plot Area,Ready To Move,Sita Vihar,4 BHK,Sunrise Apartments,2654,5,2,372.68
Built-up Area,Under Construction,Raja Park,3 BHK,Sapphire Residency,1480,2,3,69.74
Plot Area,Ready To Move,Chokdi Gangapol,4 BHK,Royal Enclave,1505,3,3,77.02
Super built-up Area,Ready To Move,Gandhi Path West,5 BHK,Cosmopolitan Society,3215,4,3,291.9
Super built-up Area,Ready To Move,Jawahar Nagar,3 BHK,Emerald Greens,900,3,2,60.96
Super built-up Area,Ready To Move,Hanuman Nagar,2 BHK,Urban Estate,1286,1,0,146.37
Super built-up Area,Under Construction,Dahar Ka Balaji,4 BHK,Cosmopolitan Society,3202,5,3,228.61
Plot Area,Ready To Move,Chokdi Gangapol,2 BHK,Sapphire Residency,892,1,2,94.47
Super built-up Area,Ready To Move,Sirsi,2 BHK,Sunrise Apartments,2015,2,2,254.09
Built-up Area,Under Construction,Malviya Nagar,5 BHK,Green Meadows,1963,5,3,97.11
Built-up Area,Ready To Move,Gandhi Path West,5 BHK,Blue Haven,1794,4,3,258.2
Plot Area,Ready To Move,Chokdi Gangapol,5 BHK,Elite Society,4291,5,3,463.75
Super built-up Area,Under Construction,Civil Lines,3 BHK,Prime Residency,2549,4,2,149.1
Plot Area,Ready To Move,Dahar Ka Balaji,3 BHK,Urban Estate,3309,2,2,457.89
Super built-up Area,Under Construction,Chokdi Gangapol,5 BHK,Luxury Heights,3187,5,3,224.07
Built-up Area,Under Construction,Parasrampuri,4 BHK,Pearl Gardens,2010,5,3,218.84
Super built-up Area,Ready To Move,Civil Lines,2 BHK,Park View,1404,3,0,28.51
Super built-up Area,Under Construction,Chokdi Gangapol,2 BHK,Prime Residency,1607,3,1,77.63
Plot Area,Ready To Move,Maniyawas,2 BHK,Elite Society,4003,2,2,145.45
Plot Area,Under Construction,Tagore Nagar,2 BHK,Golden Horizon,1240,2,2,61.48
Super built-up Area,Ready To Move,Mansarovar Ext.,1 BHK,Heritage Homes,1519,1,1,203.13
Plot Area,Ready To Move,Mansarovar Ext.,1 BHK,Pearl Gardens,2224,1,1,243.97
Super built-up Area,Under Construction,Dahar Ka Balaji,4 BHK,Cosmopolitan Society,1622,3,3,110.92
Super built-up Area,Ready To Move,Tagore Nagar,4 BHK,Sunrise Apartments,1351,3,2,173.36
Super built-up Area,Ready To Move,Gandhi Path West,2 BHK,Zenith Society,1535,2,0,185.68
Super built-up Area,Ready To Move,Manchwa,4 BHK,Sapphire Residency,2672,3,3,136.3
Built-up Area,Ready To Move,Hanuman Nagar,1 BHK,Park View,2566,1,0,233.18
Carpet Area,Ready To Move,Malviya Nagar,4 BHK,Zenith Society,1331,3,3,180.1
Carpet Area,Ready To Move,Parasrampuri,3 BHK,City Heights,524,3,1,62.29
Carpet Area,Ready To Move,Shyam Nagar,1 BHK,Metro Heights,2063,1,0,66.98
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Elite Society,4201,3,3,99.92
Plot Area,Ready To Move,Civil Lines,1 BHK,Blue Haven,1231,1,0,50.5
Built-up Area,Ready To Move,Sirsi,4 BHK,Raj Villas,2510,3,3,65.6
Super built-up Area,Ready To Move,Parasrampuri,5 BHK,Sapphire Residency,2062,4,3,79.01
Super built-up Area,Ready To Move,Hanuman Nagar,3 BHK,Zenith Society,2170,2,1,77.95
Super built-up Area,Ready To Move,Manchwa,5 BHK,Luxury Heights,2464,5,3,63.59
Super built-up Area,Under Construction,Gandhi Path West,3 BHK,Elite Society,3224,2,1,194.33
Super built-up Area,Ready To Move,Parasrampuri,4 BHK,Elite Society,3014,3,3,254.96
Built-up Area,Under Construction,Jawahar Nagar,4 BHK,Pearl Gardens,1415,5,2,162.12
Carpet Area,Under Construction,Hanuman Nagar,3 BHK,City Heights,2164,3,3,75.32
Super built-up Area,Ready To Move,Civil Lines,3 BHK,Shyam Residency,1584,2,1,35.37
Plot Area,Ready To Move,Sita Vihar,2 BHK,Sapphire Residency,4107,1,1,364.09
Super built-up Area,Under Construction,Raja Park,2 BHK,Pearl Gardens,1238,1,1,83.82
Super built-up Area,Under Construction,Gandhi Path West,3 BHK,Urban Estate,3296,3,3,478.46
Built-up Area,Ready To Move,Malviya Nagar,3 BHK,Sunrise Apartments,2818,4,1,177.36
Built-up Area,Ready To Move,Sita Vihar,1 BHK,Cosmopolitan Society,606,1,1,55.23
Super built-up Area,Under Construction,Civil Lines,4 BHK,Pearl Gardens,2302,3,3,68.54
Plot Area,Ready To Move,Brahmpuri,2 BHK,Urban Estate,3471,3,2,448.77
Plot Area,Ready To Move,Dahar Ka Balaji,4 BHK,Shyam Residency,1915,4,2,211.9
Super built-up Area,Ready To Move,Civil Lines,4 BHK,Prime Residency,3065,3,2,344.94
Carpet Area,Ready To Move,Maniyawas,2 BHK,Metro Heights,1072,1,0,48.62
Plot Area,Ready To Move,Malviya Nagar,3 BHK,Sapphire Residency,3840,4,1,86.18
Plot Area,Ready To Move,Civil Lines,3 BHK,Pearl Gardens,2828,3,1,76.49
Built-up Area,Ready To Move,Bapu Nagar,1 BHK,Prime Residency,1477,2,1,133.83
Carpet Area,Under Construction,Ajmer Road,3 BHK,Luxury Heights,1088,4,1,69.21
Plot Area,Ready To Move,Brahmpuri,5 BHK,Park View,2640,5,3,295.69
Plot Area,Ready To Move,Shyam Nagar,5 BHK,Emerald Greens,3331,4,3,396.33
Super built-up Area,Ready To Move,Ajmer Road,5 BHK,Prime Residency,1059,5,3,34.33
Plot Area,Ready To Move,Manchwa,2 BHK,Green Meadows,1294,2,1,94.94
Plot Area,Under Construction,Bapu Nagar,1 BHK,Royal Enclave,1714,1,0,171.86
Built-up Area,Ready To Move,Vaishali Nagar,3 BHK,Blue Haven,2337,3,3,243.59
Super built-up Area,Ready To Move,Vaishali Nagar,2 BHK,Pearl Gardens,1566,2,1,64.99
Built-up Area,Ready To Move,Brahmpuri,3 BHK,Prime Residency,2644,4,1,201.89
Super built-up Area,Ready To Move,Maniyawas,1 BHK,Emerald Greens,1553,1,0,221.51
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,Urban Estate,1230,1,0,137.53
Super built-up Area,Under Construction,Civil Lines,1 BHK,Zenith Society,3433,2,0,461.3
Super built-up Area,Ready To Move,Ajmer Road,2 BHK,Sunrise Apartments,2623,2,2,373.44
Super built-up Area,Under Construction,Jawahar Nagar,4 BHK,Golden Horizon,3443,5,3,459.21
Carpet Area,Ready To Move,Parasrampuri,5 BHK,Metro Heights,903,5,3,116.53
Super built-up Area,Ready To Move,Vaishali Nagar,3 BHK,City Heights,1997,3,3,240.63
Carpet Area,Under Construction,Brahmpuri,3 BHK,Shyam Residency,2360,3,3,187.64
Super built-up Area,Ready To Move,Sita Vihar,5 BHK,Cosmopolitan Society,2775,4,3,231.3
Carpet Area,Under Construction,Sita Vihar,4 BHK,Shyam Residency,1179,4,2,90.89
Built-up Area,Under Construction,Dahar Ka Balaji,4 BHK,Prime Residency,2895,5,3,238.78
Super built-up Area,Ready To Move,Maniyawas,2 BHK,Prime Residency,999,3,2,118.17
Super built-up Area,Under Construction,Jawahar Nagar,4 BHK,Heritage Homes,1865,4,3,57.82
Super built-up Area,Ready To Move,Sirsi,5 BHK,Sunrise Apartments,887,5,3,69.47
Carpet Area,Under Construction,Ajmer Road,3 BHK,Zenith Society,1146,2,2,29.15
Super built-up Area,Under Construction,Dahar Ka Balaji,1 BHK,Zenith Society,2272,2,0,320.28
Plot Area,Under Construction,Ajmer Road,1 BHK,Green Meadows,3745,2,0,544.23
Plot Area,Ready To Move,Shyam Nagar,3 BHK,Luxury Heights,2966,3,1,157.91
Plot Area,Ready To Move,Sirsi,1 BHK,Cosmopolitan Society,1502,1,0,30.26
Built-up Area,Ready To Move,Shyam Nagar,2 BHK,Elite Society,2771,1,1,382.42
Super built-up Area,Ready To Move,Malviya Nagar,3 BHK,Raj Villas,1637,4,1,200.05
Super built-up Area,Ready To Move,Chokdi Gangapol,5 BHK,Heritage Homes,1043,4,3,80.66
Plot Area,Under Construction,Jawahar Nagar,1 BHK,Raj Villas,1151,1,0,139.15
Super built-up Area,Ready To Move,Mansarovar Ext.,2 BHK,Green Meadows,3250,3,2,446.44
Built-up Area,Ready To Move,Mansarovar Ext.,5 BHK,Park View,756,5,3,36.84
Carpet Area,Ready To Move,Civil Lines,1 BHK,Metro Heights,1097,1,1,93.65
Super built-up Area,Ready To Move,Chokdi Gangapol,1 BHK,Elite Society,1423,1,1,151.5
Super built-up Area,Ready To Move,Maniyawas,3 BHK,Zenith Society,1571,3,3,53.09
Super built-up Area,Ready To Move,Shyam Nagar,2 BHK,Sapphire Residency,2680,2,0,114.44
Built-up Area,Ready To Move,Sirsi,3 BHK,Blue Haven,2507,3,2,256.57
Super built-up Area,Under Construction,Dahar Ka Balaji,2 BHK,Golden Horizon,1793,1,1,93.75
Carpet Area,Under Construction,Civil Lines,1 BHK,Sunrise Apartments,2121,2,1,183.46
Carpet Area,Ready To Move,Malviya Nagar,5 BHK,Prime Residency,1030,5,3,63.82
Built-up Area,Ready To Move,Jawahar Nagar,1 BHK,Urban Estate,2402,1,0,242.17
Super built-up Area,Ready To Move,Tagore Nagar,3 BHK,Elite Society,2241,3,3,330.07
Super built-up Area,Ready To Move,Hanuman Nagar,3 BHK,Sapphire Residency,1953,2,1,204.28
Built-up Area,Ready To Move,Maniyawas,2 BHK,Sapphire Residency,2551,3,2,88.86
Built-up Area,Ready To Move,Parasrampuri,3 BHK,Golden Horizon,2017,3,2,85.67
Super built-up Area,Under Construction,Sita Vihar,3 BHK,Shyam Residency,2110,4,1,124.03
Super built-up Area,Ready To Move,Raja Park,4 BHK,Luxury Heights,2864,5,3,61.28
Built-up Area,Ready To Move,Manchwa,1 BHK,Sapphire Residency,1070,2,0,149.4
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,Park View,1553,2,0,224.44
Super built-up Area,Ready To Move,Tagore Nagar,1 BHK,Emerald Greens,3149,2,0,126.45
Plot Area,Ready To Move,Manchwa,5 BHK,Blue Haven,4878,5,3,290.6
Built-up Area,Ready To Move,Gandhi Path West,2 BHK,Sapphire Residency,1459,2,0,157.64
Built-up Area,Ready To Move,Dahar Ka Balaji,1 BHK,Royal Enclave,1403,1,1,68.06
Super built-up Area,Under Construction,Brahmpuri,4 BHK,Metro Heights,1376,5,2,79.63
Built-up Area,Ready To Move,Civil Lines,4 BHK,Raj Villas,2390,3,2,286.34
Built-up Area,Under Construction,Hanuman Nagar,4 BHK,City Heights,1759,4,3,78.57
Super built-up Area,Ready To Move,Vaishali Nagar,1 BHK,Heritage Homes,1137,1,1,63.38
Plot Area,Ready To Move,Ajmer Road,1 BHK,Prime Residency,3408,1,0,292.03
Super built-up Area,Under Construction,Vaishali Nagar,5 BHK,Urban Estate,1133,4,3,51.79
Built-up Area,Ready To Move,Dahar Ka Balaji,2 BHK,Emerald Greens,610,1,1,32.17
Super built-up Area,Ready To Move,Parasrampuri,2 BHK,Green Meadows,898,3,0,89.85
Super built-up Area,Ready To Move,Sirsi,5 BHK,Heritage Homes,2808,5,3,399.7
Built-up Area,Under Construction,Civil Lines,4 BHK,Cosmopolitan Society,1960,4,3,274.7
Plot Area,Under Construction,Jawahar Nagar,4 BHK,Cosmopolitan Society,893,4,3,52.97
Super built-up Area,Ready To Move,Bapu Nagar,1 BHK,Heritage Homes,1957,1,0,252.1
Plot Area,Under Construction,Civil Lines,3 BHK,Heritage Homes,4265,4,1,528.74
Super built-up Area,Ready To Move,Jawahar Nagar,5 BHK,Heritage Homes,3330,4,3,399.07
Plot Area,Ready To Move,Jawahar Nagar,3 BHK,Blue Haven,3231,4,2,172.32
Built-up Area,Ready To Move,Mansarovar Ext.,1 BHK,Shyam Residency,1534,2,1,48.73
Carpet Area,Ready To Move,Manchwa,2 BHK,Sunrise Apartments,2040,1,0,81.68
